
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2010-01-01;20.779,75;2692871458609;20.910,75;2412753646633;20.851,94;3341083984355;20.809,77;289623885649;20.504,37;3494795410727
2010-01-02;20.779,75;2692871458609;20.910,75;2412753646633;20.851,94;3341083984355;20.809,77;289623885649;20.504,37;3494795410727
2010-01-03;20.779,75;2692871458609;20.910,75;2412753646633;20.851,94;3341083984355;20.809,77;289623885649;20.504,37;3494795410727
2010-01-04;20.819,28;2697953911582;20.957,07;2418509462432;20.887,93;3347263989660;20.842,78;290082703754;20.544,57;3501398075866
2010-01-05;20.975,49;2721386455898;21.105,20;2435781951142;21.044,87;3373360185324;20.976,50;289489959486;20.696,05;3514522307775
2010-01-06;21.132,51;2741936869682;21.285,71;2456728219757;21.205,06;3399465641809;21.130,73;291706865938;20.852,74;3541558992700
2010-01-07;21.134,19;2742994225533;21.287,26;2458590380612;21.207,21;3400227803588;21.137,55;293554147014;20.854,14;3541950543362
2010-01-08;21.091,60;2740082722323;21.238,99;2453510534834;21.174,92;3395925083849;21.104,17;293079062591;20.811,25;3535840790752
2010-01-09;21.091,60;2740082722323;21.238,99;2453510534834;21.174,92;3395925083849;21.104,17;293079062591;20.811,25;3535840790752
2010-01-10;21.091,60;2740082722323;21.238,99;2453510534834;21.174,92;3395925083849;21.104,17;293079062591;20.811,25;3535840790752
2010-01-11;21.142,69;2747329356275;21.276,83;2458616065132;21.229,72;3406733296032;21.153,37;293806042518;20.860,00;3545846107585
2010-01-12;21.218,35;2758715892616;21.345,39;2468106729634;21.312,89;3421056314080;21.233,87;295017006460;20.932,96;3558920769360
2010-01-13;21.136,65;2749523452118;21.255,10;2460325984147;21.237,81;3412463979874;21.163,35;294212113744;20.851,05;3546091215355
2010-01-14;21.107,53;2749206727009;21.218,46;2458965124899;21.202,76;3411227079568;21.139,84;294310641357;20.826,49;3545609632653
2010-01-15;21.183,22;2765394067144;21.291,02;2476734754245;21.283,92;3428272739337;21.197,17;294488906855;20.887,71;3557310045391
2010-01-16;21.183,22;2765394067144;21.291,02;2476734754245;21.283,92;3428272739337;21.197,17;294488906855;20.887,71;3557310045391
2010-01-17;21.183,22;2765394067144;21.291,02;2476734754245;21.283,92;3428272739337;21.197,17;294488906855;20.887,71;3557310045391
2010-01-18;21.107,48;2762903283110;21.211,50;2469936857598;21.193,72;3422240473963;21.120,21;294150717588;20.807,92;3555033535202
2010-01-19;21.106,63;2764315264735;21.207,06;2470570436262;21.195,03;3422893856170;21.123,56;294260659596;20.810,53;3555751167544
2010-01-20;21.155,92;2772127392561;21.255,99;2476910240312;21.234,70;3430920318408;21.167,30;294939405697;20.859,05;3564191901595
2010-01-21;21.071,05;2761175662391;21.190,00;2469510125622;21.149,18;3417605747675;21.084,73;293802465888;20.764,01;3548245722207
2010-01-22;20.927,11;2744735058147;21.046,50;2454049393122;21.006,54;3395160181069;20.952,79;292041660233;20.613,55;3522832181411
2010-01-23;20.927,11;2744735058147;21.046,50;2454049393122;21.006,54;3395160181069;20.952,79;292041660233;20.613,55;3522832181411
2010-01-24;20.927,11;2744735058147;21.046,50;2454049393122;21.006,54;3395160181069;20.952,79;292041660233;20.613,55;3522832181411
2010-01-25;20.786,53;2726833104334;20.900,58;2438602496794;20.865,15;3372618444258;20.808,65;290124552191;20.476,29;3500471051406
2010-01-26;20.794,37;2729011421714;20.906,76;2440066292058;20.870,06;3374409823191;20.815,79;290324354070;20.480,71;3502298806805
2010-01-27;20.695,25;2716349817113;20.807,58;2428714001097;20.768,79;3359425949178;20.719,07;289038431969;20.379,78;3485489082117
2010-01-28;20.710,82;2718863204617;20.824,37;2431731151184;20.784,55;3362315164687;20.697,34;288753827938;20.387,95;3487067699170
2010-01-29;20.813,14;2726918552807;20.932,41;2443962038733;20.879,92;3369439347956;20.775,48;288370073711;20.480,42;3503483417232
2010-01-30;20.813,14;2726918552807;20.932,41;2443962038733;20.879,92;3369439347956;20.775,48;288370073711;20.480,42;3503483417232
2010-01-31;20.813,14;2726918552807;20.932,41;2443962038733;20.879,92;3369439347956;20.775,48;288370073711;20.480,42;3503483417232
2010-02-01;20.663,54;2705193922741;20.795,10;2429795538701;20.737,13;3345737960622;20.667,27;284784569878;20.354,00;3482541569508
2010-02-02;20.799,16;2722790158168;20.900,02;2442072834736;20.868,45;3367547500820;20.754,35;286000848867;20.476,19;3488978784384
2010-02-03;20.935,08;2740954872424;21.042,65;2458676424463;21.009,73;3391112318680;20.887,16;289561300012;20.613,66;3512275983957
2010-02-04;21.095,54;2762090161239;21.201,82;2477946496181;21.168,32;3417368463101;21.017,84;291393735025;20.749,94;3535913282013
2010-02-05;20.902,91;2737188067886;21.016,07;2456561516828;20.958,68;3383953747789;20.789,54;288257277274;20.539,30;3500512422690
2010-02-06;20.902,91;2737188067886;21.016,07;2456561516828;20.958,68;3383953747789;20.789,54;288257277274;20.539,30;3500512422690
2010-02-07;20.902,91;2737188067886;21.016,07;2456561516828;20.958,68;3383953747789;20.789,54;288257277274;20.539,30;3500512422690
2010-02-08;20.553,69;2692216361270;20.660,02;2414977691790;20.587,82;3324832655265;20.455,41;283712036342;20.198,16;3443177719842
2010-02-09;20.506,49;2686100495812;20.625,68;2411589178838;20.554,51;3320716980650;20.421,50;283207071270;20.161,13;3437223931736
2010-02-10;20.680,21;2709249748582;20.793,77;2430713041803;20.737,55;3350423389870;20.590,97;285580198322;20.342,68;3468309377577
2010-02-11;20.645,62;2703600966947;20.790,45;2427735022925;20.715,86;3345730421181;20.585,84;285526541865;20.328,46;3465906226950
2010-02-12;20.703,55;2711771124038;20.843,32;2435907440978;20.784,40;3357047476150;20.658,49;286603595638;20.397,21;3477490456691
2010-02-13;20.703,55;2711771124038;20.843,32;2435907440978;20.784,40;3357047476150;20.658,49;286603595638;20.397,21;3477490456691
2010-02-14;20.703,55;2711771124038;20.843,32;2435907440978;20.784,40;3357047476150;20.658,49;286603595638;20.397,21;3477490456691
2010-02-15;20.645,58;2710614352372;20.818,76;2439360169166;20.749,42;3358517833994;20.638,76;284424917997;20.360,25;3481204988915
2010-02-16;20.601,08;2707227919919;20.804,98;2439223566365;20.725,13;3358986141389;20.634,26;286678851689;20.342,79;3478608190529
2010-02-17;20.765,65;2730509307958;20.950,70;2457929775452;20.900,60;3390780696045;20.773,15;288814336581;20.501,24;3507746894833
2010-02-18;20.916,72;2751734129203;21.109,29;2476987920310;21.052,12;3416172664769;20.926,25;291164389247;20.651,26;3535953012781
2010-02-19;21.018,34;2765706554491;21.180,34;2485530131027;21.131,89;3429708586144;20.982,10;291979974389;20.723,56;3548420278882
2010-02-20;21.018,34;2765706554491;21.180,34;2485530131027;21.131,89;3429708586144;20.982,10;291979974389;20.723,56;3548420278882
2010-02-21;21.018,34;2765706554491;21.180,34;2485530131027;21.131,89;3429708586144;20.982,10;291979974389;20.723,56;3548420278882
2010-02-22;20.996,63;2763741818342;21.153,57;2482418187446;21.102,74;3425872104363;20.955,48;291650233612;20.701,73;3545422732228
2010-02-23;20.996,59;2764333537370;21.176,51;2485753608202;21.128,13;3430089201323;20.979,18;292047223938;20.712,99;3548007653856
2010-02-24;20.881,85;2749471561944;21.079,08;2474413795741;21.012,15;3411344025978;20.886,84;290808009883;20.607,50;3529938087642
2010-02-25;20.896,73;2751845916039;21.066,74;2473081850837;21.015,39;3412132589259;20.881,34;290767793318;20.613,73;3531453781735
2010-02-26;20.786,56;2730831890290;20.957,26;2460407124259;20.901,57;3385333864166;20.788,08;288137030008;20.505,27;3513844087854
2010-02-27;20.786,56;2730831890290;20.957,26;2460407124259;20.901,57;3385333864166;20.788,08;288137030008;20.505,27;3513844087854
2010-02-28;20.786,56;2730831890290;20.957,26;2460407124259;20.901,57;3385333864166;20.788,08;288137030008;20.505,27;3513844087854
2010-03-01;20.885,13;2742386289788;21.064,30;2475119851177;21.007,98;3401948176835;20.880,82;287960584358;20.605,76;3530611911723
2010-03-02;20.927,98;2748362983935;21.117,57;2481165588652;21.052,36;3409336377080;20.921,15;288562833215;20.648,39;3526013937945
2010-03-03;21.010,98;2759239879383;21.223,64;2493786498737;21.167,25;3427980522334;21.021,88;291165943827;20.740,56;3541608483986
2010-03-04;20.975,95;2754417034795;21.220,50;2492764372623;21.159,49;3426458101693;21.034,35;291331027970;20.724,71;3538899823035
2010-03-05;20.941,23;2750148142249;21.180,13;2486040284115;21.121,40;3419411099424;21.009,49;291115514235;20.681,34;3531317613676
2010-03-06;20.941,23;2750148142249;21.180,13;2486040284115;21.121,40;3419411099424;21.009,49;291115514235;20.681,34;3531317613676
2010-03-07;20.941,23;2750148142249;21.180,13;2486040284115;21.121,40;3419411099424;21.009,49;291115514235;20.681,34;3531317613676
2010-03-08;21.046,35;2763203770205;21.281,66;2496623953906;21.232,09;3435722091929;21.099,67;292378875008;20.776,60;3547336183347
2010-03-09;21.100,24;2769337781187;21.352,99;2503751172986;21.302,37;3446675414496;21.177,92;293471343625;20.849,02;3559252014896
2010-03-10;21.165,63;2778427980100;21.374,21;2506077719474;21.351,73;3454743152920;21.220,44;294053630427;20.901,50;3568363860271
2010-03-11;21.276,54;2793473433962;21.472,55;2516727690303;21.467,36;3472997480934;21.317,20;295459541516;21.007,09;3585670464771
2010-03-12;21.376,08;2807128566742;21.554,45;2526917254934;21.559,35;3490772987478;21.382,45;296445297545;21.091,41;3600800112587
2010-03-13;21.376,08;2807128566742;21.554,45;2526917254934;21.559,35;3490772987478;21.382,45;296445297545;21.091,41;3600800112587
2010-03-14;21.376,08;2807128566742;21.554,45;2526917254934;21.559,35;3490772987478;21.382,45;296445297545;21.091,41;3600800112587
2010-03-15;21.331,10;2811158722174;21.525,60;2527604650134;21.539,58;3496780945311;21.369,22;295086020065;21.054,69;3603123495334
2010-03-16;21.245,84;2801667980295;21.435,74;2518393582097;21.451,37;3485298075039;21.286,18;295875037811;20.975,39;3589643910941
2010-03-17;21.389,05;2822313268468;21.568,46;2534402546773;21.602,96;3513313270622;21.414,75;298022768489;21.110,09;3614906255062
2010-03-18;21.568,72;2847830697009;21.756,83;2557850379277;21.782,24;3543976776494;21.564,05;300277028797;21.284,47;3648594302060
2010-03-19;21.497,80;2838776899162;21.703,71;2551376168916;21.709,24;3533744437162;21.503,69;299536470522;21.235,38;3641100240182
2010-03-20;21.497,80;2838776899162;21.703,71;2551376168916;21.709,24;3533744437162;21.503,69;299536470522;21.235,38;3641100240182
2010-03-21;21.497,80;2838776899162;21.703,71;2551376168916;21.709,24;3533744437162;21.503,69;299536470522;21.235,38;3641100240182
2010-03-22;21.452,30;2833201253989;21.654,43;2545473955617;21.643,71;3523002430635;21.444,89;298795650032;21.178,90;3632081484265
2010-03-23;21.478,40;2836785253900;21.649,85;2545931687379;21.666,64;3527293792092;21.455,81;298892611454;21.203,82;3636721721836
2010-03-24;21.551,36;2846886371817;21.725,01;2555732961481;21.739,06;3539416885612;21.517,14;299776841221;21.276,32;3648991955988
2010-03-25;21.509,48;2841088917453;21.703,04;2552611952098;21.686,00;3531290118139;21.471,92;299057325111;21.225,29;3640724045959
2010-03-26;21.482,31;2837857410915;21.680,70;2549928216171;21.654,45;3526382906480;21.447,57;298735470238;21.196,09;3636417441090
